gesetzKuerzel;gesetzName;paragraf;absatz;titel;inhalt;mangelVorgefunden;rechtsgrundlage;handlungsaufforderung
ArbStättV;Verordnung über Arbeitsstätten;§ 9;2;Straftaten und Ordnungswidrigkeiten;(2) Wer durch eine in Absatz 1 bezeichnete vorsätzliche Handlung das Leben oder die Gesundheit von Beschäftigten gefährdet, ist nach § 26 Nummer 2 des Arbeitsschutzgesetzes strafbar.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.1;;Anforderungen an Konstruktion und Festigkeit von Gebäuden;Gebäude für Arbeitsstätten müssen eine der Nutzungsart entsprechende Konstruktion und Festigkeit aufweisen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.2;1;Abmessungen von Räumen, Luftraum;(1) Arbeitsräume, Sanitär-, Pausen- und Bereitschaftsräume, Kantinen, Erste-Hilfe-Räume und Unterkünfte müssen eine ausreichende Grundfläche und eine, in Abhängigkeit von der Größe der Grundfläche der Räume, ausreichende lichte Höhe aufweisen, so dass die Beschäftigten ohne Beeinträchtigung ihrer Sicherheit, ihrer Gesundheit oder ihres Wohlbefindens die Räume nutzen oder ihre Arbeit verrichten können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.2;2;Abmessungen von Räumen, Luftraum;(2) Die Abmessungen der Räume richten sich nach der Art ihrer Nutzung.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.2;3;Abmessungen von Räumen, Luftraum;(3) Die Größe des notwendigen Luftraumes ist in Abhängigkeit von der Art der physischen Belastung und der Anzahl der Beschäftigten sowie der sonstigen anwesenden Personen zu bemessen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.3;1;Sicherheits- und Gesundheitsschutzkennzeichnung;(1) Unberührt von den nachfolgenden Anforderungen sind Sicherheits- und Gesundheitsschutzkennzeichnungen einzusetzen, wenn Gefährdungen der Sicherheit und Gesundheit der Beschäftigten nicht durch technische oder organisatorische Maßnahmen vermieden oder ausreichend begrenzt werden können. Das Ergebnis der Gefährdungsbeurteilung und die Maßnahmen nach § 3 Absatz 1 sind dabei zu berücksichtigen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.3;2;Sicherheits- und Gesundheitsschutzkennzeichnung;(2) Die Kennzeichnung ist nach der Art der Gefährdung dauerhaft oder vorübergehend nach den Vorgaben der Richtlinie 92/58/EWG des Rates vom 24. Juni 1992 über Mindestvorschriften für die Sicherheits- und/oder Gesundheitsschutzkennzeichnung am Arbeitsplatz (Neunte Einzelrichtlinie im Sinne des Artikels 16 Absatz 1 der Richtlinie 89/391/EWG) (ABl. EG Nr. L 245 S. 23) auszuführen. Diese Richtlinie gilt in der jeweils aktuellen Fassung. Wird diese Richtlinie geändert oder nach den in dieser Richtlinie vorgesehenen Verfahren an den technischen Fortschritt angepasst, gilt sie in der geänderten im Amtsblatt der Europäischen Gemeinschaften veröffentlichten Fassung nach Ablauf der in der Änderungs- oder Anpassungsrichtlinie festgelegten Umsetzungsfrist. Die geänderte Fassung kann bereits ab Inkrafttreten der Änderungs- oder Anpassungsrichtlinie angewendet werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.3;3;Sicherheits- und Gesundheitsschutzkennzeichnung;(3) (weggefallen);;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.4;;Energieverteilungsanlagen;Anlagen, die der Versorgung der Arbeitsstätte mit Energie dienen, müssen so ausgewählt, installiert und betrieben werden, dass die Beschäftigten vor dem direkten oder indirekten Berühren spannungsführender Teile geschützt sind und dass von den Anlagen keine Brand- oder Explosionsgefahren ausgehen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.4;;Energieverteilungsanlagen;Bei der Konzeption und der Ausführung sowie der Wahl des Materials und der Schutzvorrichtungen sind Art und Stärke der verteilten Energie, die äußeren Einwirkbedingungen und die Fachkenntnisse der Personen zu berücksichtigen, die zu Teilen der Anlage Zugang haben.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.5;1;Fußböden, Wände, Decken, Dächer;(1) Die Oberflächen der Fußböden, Wände und Decken der Räume müssen so gestaltet sein, dass sie den Erfordernissen des sicheren Betreibens entsprechen sowie leicht und sicher zu reinigen sind. Arbeitsräume müssen unter Berücksichtigung der Art des Betriebes und der physischen Belastungen eine angemessene Dämmung gegen Wärme und Kälte sowie eine ausreichende Isolierung gegen Feuchtigkeit aufweisen. Auch Sanitär-, Pausen- und Bereitschaftsräume, Kantinen, Erste-Hilfe-Räume und Unterkünfte müssen über eine angemessene Dämmung gegen Wärme und Kälte sowie eine ausreichende Isolierung gegen Feuchtigkeit verfügen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.5;2;Fußböden, Wände, Decken, Dächer;(2) Die Fußböden der Räume dürfen keine Unebenheiten, Löcher, Stolperstellen oder gefährlichen Schrägen aufweisen. Sie müssen gegen Verrutschen gesichert, tragfähig, trittsicher und rutschhemmend sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.5;3;Fußböden, Wände, Decken, Dächer;(3) Durchsichtige oder lichtdurchlässige Wände, insbesondere Ganzglaswände in Arbeitsräumen oder im Bereich von Verkehrswegen, müssen deutlich gekennzeichnet sein. Sie müssen entweder aus bruchsicherem Werkstoff bestehen oder so gegen die Arbeitsplätze in Arbeitsräumen oder die Verkehrswege abgeschirmt sein, dass die Beschäftigten nicht mit den Wänden in Berührung kommen und beim Zersplittern der Wände nicht verletzt werden können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.5;4;Fußböden, Wände, Decken, Dächer;(4) Dächer aus nicht durchtrittsicherem Material dürfen nur betreten werden, wenn Ausrüstungen benutzt werden, die ein sicheres Arbeiten ermöglichen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.6;1;Fenster, Oberlichter;(1) Fenster, Oberlichter und Lüftungsvorrichtungen müssen sich von den Beschäftigten sicher öffnen, schließen, verstellen und arretieren lassen. Sie dürfen nicht so angeordnet sein, dass sie in geöffnetem Zustand eine Gefahr für die Beschäftigten darstellen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.6;2;Fenster, Oberlichter;(2) Fenster und Oberlichter müssen so ausgewählt oder ausgerüstet und eingebaut sein, dass sie ohne Gefährdung der Ausführenden und anderer Personen gereinigt werden können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;1;Türen, Tore;(1) Die Lage, Anzahl, Abmessungen und Ausführung insbesondere hinsichtlich der verwendeten Werkstoffe von Türen und Toren müssen sich nach der Art und Nutzung der Räume oder Bereiche richten.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;2;Türen, Tore;(2) Durchsichtige Türen müssen in Augenhöhe gekennzeichnet sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;3;Türen, Tore;(3) Pendeltüren und -tore müssen durchsichtig sein oder ein Sichtfenster haben.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;4;Türen, Tore;(4) Bestehen durchsichtige oder lichtdurchlässige Flächen von Türen und Toren nicht aus bruchsicherem Werkstoff und ist zu befürchten, dass sich die Beschäftigten beim Zersplittern verletzen können, sind diese Flächen gegen Eindrücken zu schützen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;5;Türen, Tore;(5) Schiebetüren und -tore müssen gegen Ausheben und Herausfallen gesichert sein. Türen und Tore, die sich nach oben öffnen, müssen gegen Herabfallen gesichert sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;6;Türen, Tore;(6) In unmittelbarer Nähe von Toren, die vorwiegend für den Fahrzeugverkehr bestimmt sind, müssen gut sichtbar gekennzeichnete, stets zugängliche Türen für Fußgänger vorhanden sein. Diese Türen sind nicht erforderlich, wenn der Durchgang durch die Tore für Fußgänger gefahrlos möglich ist.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;7;Türen, Tore;(7) Kraftbetätigte Türen und Tore müssen sicher benutzbar sein. Dazu gehört, dass sie a)ohne Gefährdung der Beschäftigten bewegt werden oder zum Stillstand kommen können,b)mit selbsttätig wirkenden Sicherungen ausgestattet sind,c)auch von Hand zu öffnen sind, sofern sie sich bei Stromausfall nicht automatisch öffnen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.7;8;Türen, Tore;(8) Besondere Anforderungen gelten für Türen im Verlauf von Fluchtwegen (Nummer 2.3).;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.8;1;Verkehrswege;(1) Verkehrswege, einschließlich Treppen, fest angebrachte Steigleitern und Laderampen müssen so angelegt und bemessen sein, dass sie je nach ihrem Bestimmungszweck leicht und sicher begangen oder befahren werden können und in der Nähe Beschäftigte nicht gefährdet werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.8;2;Verkehrswege;(2) Die Bemessung der Verkehrswege, die dem Personenverkehr, Güterverkehr oder Personen- und Güterverkehr dienen, muss sich nach der Anzahl der möglichen Benutzer und der Art des Betriebes richten.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.8;3;Verkehrswege;(3) Werden Transportmittel auf Verkehrswegen eingesetzt, muss für Fußgänger ein ausreichender Sicherheitsabstand gewahrt werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.8;4;Verkehrswege;(4) Verkehrswege für Fahrzeuge müssen an Türen und Toren, Durchgängen, Fußgängerwegen und Treppenaustritten in ausreichendem Abstand vorbeiführen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.8;5;Verkehrswege;(5) Soweit Nutzung und Einrichtung der Räume es zum Schutz der Beschäftigten erfordern, müssen die Begrenzungen der Verkehrswege gekennzeichnet sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.8;6;Verkehrswege;(6) Besondere Anforderungen gelten für Fluchtwege (Nummer 2.3).;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.9;;Fahrtreppen, Fahrsteige;Fahrtreppen und Fahrsteige müssen so ausgewählt und installiert sein, dass sie sicher funktionieren und sicher benutzbar sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.9;;Fahrtreppen, Fahrsteige;Dazu gehört, dass die Notbefehlseinrichtungen gut erkennbar und leicht zugänglich sind und nur solche Fahrtreppen und Fahrsteige eingesetzt werden, die mit den notwendigen Sicherheitsvorrichtungen ausgestattet sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.10;1;Laderampen;(1) Laderampen sind entsprechend den Abmessungen der Transportmittel und der Ladung auszulegen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.10;2;Laderampen;"(2) Sie müssen mindestens einen Abgang haben; lange Laderampen müssen, soweit betriebstechnisch möglich, an jedem Endbereich einen Abgang haben.";;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.10;3;Laderampen;"(3) Sie müssen einfach und sicher benutzbar sein. Dazu gehört, dass sie nach Möglichkeit mit Schutzvorrichtungen gegen Absturz auszurüsten sind; das gilt insbesondere in Bereichen von Laderampen, die keine ständigen Be- und Entladestellen sind.";;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.11;;Steigleitern, Steigeisengänge;Steigleitern und Steigeisengänge müssen sicher benutzbar sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​1.11;;Steigleitern, Steigeisengänge;Dazu gehört, dass sie a)nach Notwendigkeit über Schutzvorrichtungen gegen Absturz, vorzugsweise über Steigschutzeinrichtungen verfügen,b)an ihren Austrittsstellen eine Haltevorrichtung haben,c)nach Notwendigkeit in angemessenen Abständen mit Ruhebühnen ausgerüstet sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.1;1;Schutz vor Absturz und herabfallenden Gegenständen, Betreten von Gefahrenbereichen;(1) Arbeitsplätze und Verkehrswege, bei denen eine Absturzgefahr für Beschäftigte oder die Gefahr des Herabfallens von Gegenständen besteht, müssen mit Schutzvorrichtungen versehen sein, die verhindern, dass Beschäftigte abstürzen oder durch herabfallende Gegenstände verletzt werden können. Sind aufgrund der Eigenart des Arbeitsplatzes oder der durchzuführenden Arbeiten Schutzvorrichtungen gegen Absturz nicht geeignet, muss der Arbeitgeber die Sicherheit der Beschäftigten durch andere wirksame Maßnahmen gewährleisten. Eine Absturzgefahr besteht bei einer Absturzhöhe von mehr als 1 Meter.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.1;2;Schutz vor Absturz und herabfallenden Gegenständen, Betreten von Gefahrenbereichen;(2) Arbeitsplätze und Verkehrswege, die an Gefahrenbereiche grenzen, müssen mit Schutzvorrichtungen versehen sein, die verhindern, dass Beschäftigte in die Gefahrenbereiche gelangen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.1;3;Schutz vor Absturz und herabfallenden Gegenständen, Betreten von Gefahrenbereichen;(3) Die Arbeitsplätze und Verkehrswege nach den Absätzen 1 und 2 müssen gegen unbefugtes Betreten gesichert und gut sichtbar als Gefahrenbereiche gekennzeichnet sein. Zum Schutz derjenigen, die diese Bereiche betreten müssen, sind geeignete Maßnahmen zu treffen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.2;1;Maßnahmen gegen Brände;(1) Arbeitsstätten müssen je nach a)Abmessung und Nutzung,b)der Brandgefährdung vorhandener Einrichtungen und Materialien,c)der größtmöglichen Anzahl anwesender Personenmit einer ausreichenden Anzahl geeigneter Feuerlöscheinrichtungen und erforderlichenfalls Brandmeldern und Alarmanlagen ausgestattet sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.2;2;Maßnahmen gegen Brände;(2) Nicht selbsttätige Feuerlöscheinrichtungen müssen als solche dauerhaft gekennzeichnet, leicht zu erreichen und zu handhaben sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.2;3;Maßnahmen gegen Brände;(3) Selbsttätig wirkende Feuerlöscheinrichtungen müssen mit Warneinrichtungen ausgerüstet sein, wenn bei ihrem Einsatz Gefahren für die Beschäftigten auftreten können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.3;1;Fluchtwege und Notausgänge;(1) Fluchtwege und Notausgänge müssen a)sich in Anzahl, Anordnung und Abmessung nach der Nutzung, der Einrichtung und den Abmessungen der Arbeitsstätte sowie nach der höchstmöglichen Anzahl der dort anwesenden Personen richten,b)auf möglichst kurzem Weg ins Freie oder, falls dies nicht möglich ist, in einen gesicherten Bereich führen,c)in angemessener Form und dauerhaft gekennzeichnet sein.Sie sind mit einer Sicherheitsbeleuchtung auszurüsten, wenn das gefahrlose Verlassen der Arbeitsstätte für die Beschäftigten, insbesondere bei Ausfall der allgemeinen Beleuchtung, nicht gewährleistet ist.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​2.3;2;Fluchtwege und Notausgänge;(2) Türen im Verlauf von Fluchtwegen oder Türen von Notausgängen müssen a)sich von innen ohne besondere Hilfsmittel jederzeit leicht öffnen lassen, solange sich Beschäftigte in der Arbeitsstätte befinden,b)in angemessener Form und dauerhaft gekennzeichnet sein.Türen von Notausgängen müssen sich nach außen öffnen lassen. In Notausgängen, die ausschließlich für den Notfall konzipiert und ausschließlich im Notfall benutzt werden, sind Karussell- und Schiebetüren nicht zulässig.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.1;1;Bewegungsfläche;(1) Die freie unverstellte Fläche am Arbeitsplatz muss so bemessen sein, dass sich die Beschäftigten bei ihrer Tätigkeit ungehindert bewegen können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.1;2;Bewegungsfläche;(2) Ist dies nicht möglich, muss den Beschäftigten in der Nähe des Arbeitsplatzes eine andere ausreichend große Bewegungsfläche zur Verfügung stehen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.2;;Anordnung der Arbeitsplätze;Arbeitsplätze sind in der Arbeitsstätte so anzuordnen, dass Beschäftigte a)sie sicher erreichen und verlassen können,b)sich bei Gefahr schnell in Sicherheit bringen können,c)durch benachbarte Arbeitsplätze, Transporte oder Einwirkungen von außerhalb nicht gefährdet werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.3;1;Ausstattung;(1) Jedem Beschäftigten muss mindestens eine Kleiderablage zur Verfügung stehen, sofern keine Umkleideräume vorhanden sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.3;2;Ausstattung;(2) Kann die Arbeit ganz oder teilweise sitzend verrichtet werden oder lässt es der Arbeitsablauf zu, sich zeitweise zu setzen, sind den Beschäftigten am Arbeitsplatz Sitzgelegenheiten zur Verfügung zu stellen. Können aus betriebstechnischen Gründen keine Sitzgelegenheiten unmittelbar am Arbeitsplatz aufgestellt werden, obwohl es der Arbeitsablauf zulässt, sich zeitweise zu setzen, müssen den Beschäftigten in der Nähe der Arbeitsplätze Sitzgelegenheiten bereitgestellt werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;1;Beleuchtung und Sichtverbindung;(1) Der Arbeitgeber darf als Arbeitsräume nur solche Räume betreiben, die möglichst ausreichend Tageslicht erhalten und die eine Sichtverbindung nach außen haben. Dies gilt nicht für 1.Räume, bei denen betriebs-, produktions- oder bautechnische Gründe Tageslicht oder einer Sichtverbindung nach außen entgegenstehen,2.Räume, in denen sich Beschäftigte zur Verrichtung ihrer Tätigkeit regelmäßig nicht über einen längeren Zeitraum oder im Verlauf der täglichen Arbeitszeit nur kurzzeitig aufhalten müssen, insbesondere Archive, Lager-, Maschinen- und Nebenräume, Teeküchen,3.Räume, die vollständig unter Erdgleiche liegen, soweit es sich dabei um Tiefgaragen oder ähnliche Einrichtungen, um kulturelle Einrichtungen, um Verkaufsräume oder um Schank- und Speiseräume handelt,4.Räume in Bahnhofs- oder Flughafenhallen, Passagen oder innerhalb von Kaufhäusern und Einkaufszentren,5.Räume mit einer Grundfläche von mindestens 2000 Quadratmetern, sofern Oberlichter oder andere bauliche Vorrichtungen vorhanden sind, die Tageslicht in den Arbeitsraum lenken.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;2;Beleuchtung und Sichtverbindung;(2) Pausen- und Bereitschaftsräume sowie Unterkünfte müssen möglichst ausreichend mit Tageslicht beleuchtet sein und eine Sichtverbindung nach außen haben. Kantinen sollen möglichst ausreichend Tageslicht erhalten und eine Sichtverbindung nach außen haben.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;3;Beleuchtung und Sichtverbindung;(3) Räume, die bis zum 3. Dezember 2016 eingerichtet worden sind oder mit deren Einrichtung begonnen worden war und die die Anforderungen nach Absatz 1 Satz 1 oder Absatz 2 nicht erfüllen, dürfen ohne eine Sichtverbindung nach außen weiter betrieben werden, bis sie wesentlich erweitert oder umgebaut werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;4;Beleuchtung und Sichtverbindung;(4) In Arbeitsräumen muss die Stärke des Tageslichteinfalls am Arbeitsplatz je nach Art der Tätigkeit reguliert werden können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;5;Beleuchtung und Sichtverbindung;(5) Arbeitsstätten müssen mit Einrichtungen ausgestattet sein, die eine angemessene künstliche Beleuchtung ermöglichen, so dass die Sicherheit und der Schutz der Gesundheit der Beschäftigten gewährleistet sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;6;Beleuchtung und Sichtverbindung;(6) Die Beleuchtungsanlagen sind so auszuwählen und anzuordnen, dass dadurch die Sicherheit und die Gesundheit der Beschäftigten nicht gefährdet werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.4;7;Beleuchtung und Sichtverbindung;(7) Arbeitsstätten, in denen bei Ausfall der Allgemeinbeleuchtung die Sicherheit der Beschäftigten gefährdet werden kann, müssen eine ausreichende Sicherheitsbeleuchtung haben.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.5;1;Raumtemperatur;(1) Arbeitsräume, in denen aus betriebstechnischer Sicht keine spezifischen Anforderungen an die Raumtemperatur gestellt werden, müssen während der Nutzungsdauer unter Berücksichtigung der Arbeitsverfahren und der physischen Belastungen der Beschäftigten eine gesundheitlich zuträgliche Raumtemperatur haben.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.5;2;Raumtemperatur;(2) Sanitär-, Pausen- und Bereitschaftsräume, Kantinen, Erste-Hilfe-Räume und Unterkünfte müssen während der Nutzungsdauer unter Berücksichtigung des spezifischen Nutzungszwecks eine gesundheitlich zuträgliche Raumtemperatur haben.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.5;3;Raumtemperatur;(3) Fenster, Oberlichter und Glaswände müssen unter Berücksichtigung der Arbeitsverfahren und der Art der Arbeitsstätte eine Abschirmung gegen übermäßige Sonneneinstrahlung ermöglichen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.6;1;Lüftung;(1) In Arbeitsräumen, Sanitär-, Pausen- und Bereitschaftsräumen, Kantinen, Erste-Hilfe-Räumen und Unterkünften muss unter Berücksichtigung des spezifischen Nutzungszwecks, der Arbeitsverfahren, der physischen Belastungen und der Anzahl der Beschäftigten sowie der sonstigen anwesenden Personen während der Nutzungsdauer ausreichend gesundheitlich zuträgliche Atemluft vorhanden sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.6;2;Lüftung;(2) Ist für das Betreiben von Arbeitsstätten eine raumlufttechnische Anlage erforderlich, muss diese jederzeit funktionsfähig sein und die Anforderungen nach Absatz 1 erfüllen. Bei raumlufttechnischen Anlagen muss eine Störung durch eine selbsttätige Warneinrichtung angezeigt werden. Es müssen Vorkehrungen getroffen sein, durch die die Beschäftigten im Fall einer Störung gegen Gesundheitsgefahren geschützt sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.6;3;Lüftung;(3) Werden raumlufttechnische Anlagen verwendet, ist sicherzustellen, dass die Beschäftigten keinem störenden Luftzug ausgesetzt sind.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.6;4;Lüftung;(4) Ablagerungen und Verunreinigungen in raumlufttechnischen Anlagen, die zu einer unmittelbaren Gesundheitsgefährdung durch die Raumluft führen können, müssen umgehend beseitigt werden.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.7;;Lärm;In Arbeitsstätten ist der Schalldruckpegel so niedrig zu halten, wie es nach der Art des Betriebes möglich ist.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​3.7;;Lärm;Der Schalldruckpegel am Arbeitsplatz in Arbeitsräumen ist in Abhängigkeit von der Nutzung und den zu verrichtenden Tätigkeiten so weit zu reduzieren, dass keine Beeinträchtigungen der Gesundheit der Beschäftigten entstehen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.1;1;Sanitärräume;(1) Der Arbeitgeber hat Toilettenräume zur Verfügung zu stellen. Toilettenräume sind für Männer und Frauen getrennt einzurichten oder es ist eine getrennte Nutzung zu ermöglichen. Toilettenräume sind mit verschließbaren Zugängen, einer ausreichenden Anzahl von Toilettenbecken und Handwaschgelegenheiten zur Verfügung zu stellen. Sie müssen sich sowohl in der Nähe der Arbeitsräume als auch in der Nähe von Kantinen, Pausen- und Bereitschaftsräumen, Wasch- und Umkleideräumen befinden. Bei Arbeiten im Freien und auf Baustellen mit wenigen Beschäftigten sind mobile, anschlussfreie Toilettenkabinen in der Nähe der Arbeitsplätze ausreichend.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.1;2;Sanitärräume;"(2) Der Arbeitgeber hat – wenn es die Art der Tätigkeit oder gesundheitliche Gründe erfordern – Waschräume zur Verfügung zu stellen. Diese sind für Männer und Frauen getrennt einzurichten oder es ist eine getrennte Nutzung zu ermöglichen. Bei Arbeiten im Freien und auf Baustellen mit wenigen Beschäftigten sind Waschgelegenheiten ausreichend. Waschräume sind a)in der Nähe von Arbeitsräumen und sichtgeschützt einzurichten,b)so zu bemessen, dass die Beschäftigten sich den hygienischen Erfordernissen entsprechend und ungehindert reinigen können; dazu müssen fließendes warmes und kaltes Wasser, Mittel zum Reinigen und gegebenenfalls zum Desinfizieren sowie zum Abtrocknen der Hände vorhanden sein,c)mit einer ausreichenden Anzahl geeigneter Duschen zur Verfügung zu stellen, wenn es die Art der Tätigkeit oder gesundheitliche Gründe erfordern.Sind Waschräume nicht erforderlich, müssen in der Nähe des Arbeitsplatzes und der Umkleideräume ausreichende und angemessene Waschgelegenheiten mit fließendem Wasser (erforderlichenfalls mit warmem Wasser), Mitteln zum Reinigen und zum Abtrocknen der Hände zur Verfügung stehen.";;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.1;3;Sanitärräume;"(3) Der Arbeitgeber hat geeignete Umkleideräume zur Verfügung zu stellen, wenn die Beschäftigten bei ihrer Tätigkeit besondere Arbeitskleidung tragen müssen und es ihnen nicht zuzumuten ist, sich in einem anderen Raum umzukleiden. Umkleideräume sind für Männer und Frauen getrennt einzurichten oder es ist eine getrennte Nutzung zu ermöglichen. Umkleideräume müssen a)leicht zugänglich und von ausreichender Größe und sichtgeschützt eingerichtet werden; entsprechend der Anzahl gleichzeitiger Benutzer muss genügend freie Bodenfläche für ungehindertes Umkleiden vorhanden sein,b)mit Sitzgelegenheiten sowie mit verschließbaren Einrichtungen ausgestattet sein, in denen jeder Beschäftigte seine Kleidung aufbewahren kann.Kleiderschränke für Arbeitskleidung und Schutzkleidung sind von Kleiderschränken für persönliche Kleidung und Gegenstände zu trennen, wenn die Umstände dies erfordern.";;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.1;4;Sanitärräume;(4) Wasch- und Umkleideräume, die voneinander räumlich getrennt sind, müssen untereinander leicht erreichbar sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.2;1;Pausen- und Bereitschaftsräume;(1) Bei mehr als zehn Beschäftigten oder wenn die Sicherheit und der Schutz der Gesundheit es erfordern, ist den Beschäftigten ein Pausenraum oder ein entsprechender Pausenbereich zur Verfügung zu stellen. Dies gilt nicht, wenn die Beschäftigten in Büroräumen oder vergleichbaren Arbeitsräumen beschäftigt sind und dort gleichwertige Voraussetzungen für eine Erholung während der Pause gegeben sind. Fallen in die Arbeitszeit regelmäßig und häufig Arbeitsbereitschaftszeiten oder Arbeitsunterbrechungen und sind keine Pausenräume vorhanden, so sind für die Beschäftigten Räume für Bereitschaftszeiten einzurichten. Schwangere Frauen und stillende Mütter müssen sich während der Pausen und, soweit es erforderlich ist, auch während der Arbeitszeit unter geeigneten Bedingungen hinlegen und ausruhen können.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.2;2;Pausen- und Bereitschaftsräume;(2) Pausenräume oder entsprechende Pausenbereiche sind a)für die Beschäftigten leicht erreichbar an ungefährdeter Stelle und in ausreichender Größe bereitzustellen,b)entsprechend der Anzahl der gleichzeitigen Benutzer mit leicht zu reinigenden Tischen und Sitzgelegenheiten mit Rückenlehne auszustatten,c)als separate Räume zu gestalten, wenn die Beurteilung der Arbeitsbedingungen und der Arbeitsstätte dies erfordern.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.2;3;Pausen- und Bereitschaftsräume;(3) Bereitschaftsräume und Pausenräume, die als Bereitschaftsräume genutzt werden, müssen dem Zweck entsprechend ausgestattet sein.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.3;1;Erste-Hilfe-Räume;(1) Erste-Hilfe-Räume oder vergleichbare Bereiche sind entsprechend der Art der Gefährdungen in der Arbeitsstätte oder der Anzahl der Beschäftigten, der Art der auszuübenden Tätigkeiten sowie der räumlichen Größe der Betriebe zur Verfügung zu stellen.;;;
ArbStättV ;Verordnung über Arbeitsstätten;​4.3;2;Erste-Hilfe-Räume;(2) Erste-Hilfe-Räume müssen an ihren Zugängen als solche gekennzeichnet und für Personen mit Rettungstransportmitteln leicht zugänglich sein.;;;
